Loan_ID,Customer_ID,Age,Gender,Employment_Type,Employment_Years,Annual_Income,Credit_Score,Existing_Loans,Previous_Defaults,DTI_Ratio,Loan_Amount,Loan_Tenure_Months,Interest_Rate,Loan_Purpose,EMI,Collateral_Value,Application_Date,Loan_Status,Default_Flag
L102084,C102084,32,Female,Salaried,8.6,541987.0,659,3,0,0.182,756347,12,10.29,Home Improvement,66596.97,1107736.0,2023-03-30,Approved,0
L102085,C102085,26,Male,Self-employed,14.2,289327.0,714,3,0,0.167,594250,24,8.03,Personal,26884.45,5893.0,2024-03-07,Rejected,0
L102086,C102086,33,Male,Self-employed,6.6,772299.0,626,1,0,0.255,1462515,12,9.81,Business,128449.1,1182050.0,2023-04-02,Approved,0
L102087,C102087,37,Male,Self-employed,0.6,1186317.0,624,1,0,0.178,1192055,84,10.48,Education,20086.42,107140.0,2023-04-17,Rejected,0
L102088,C102088,33,Male,Salaried,8.2,275613.0,570,2,0,0.32,148460,36,10.83,Medical,4848.45,71592.0,2024-08-08,Approved,0
L102089,C102089,53,Male,Salaried,2.6,655156.0,699,0,0,0.331,305388,60,10.13,Medical,6508.14,21760.0,2025-10-31,Rejected,0
L102090,C102090,41,Male,Self-employed,3.6,534268.0,688,3,0,0.21,1030223,72,10.58,Personal,19388.44,440655.0,2024-02-11,Rejected,0
L102091,C102091,41,Female,Salaried,2.7,693378.0,706,2,0,0.476,302045,36,12.81,Vehicle,10149.47,377819.0,2025-11-07,Approved,0
L102092,C102092,44,Female,Salaried,3.9,435122.0,571,2,1,0.333,884398,48,11.07,Education,22887.8,366580.0,2025-04-21,Rejected,0
L102093,C102093,27,Male,Business,9.0,594217.0,757,0,0,0.212,274760,24,9.29,Medical,12588.93,85587.0,2025-02-03,Rejected,0
L102094,C102094,48,Male,Salaried,8.3,522578.0,543,1,0,0.346,231805,12,11.55,Education,20546.83,1254.0,2024-01-20,Approved,0
L102095,C102095,37,Female,Salaried,8.0,685955.0,605,1,0,0.178,271539,12,10.53,Personal,23939.58,57583.0,2024-01-19,Approved,0
L102096,C102096,45,Male,Salaried,1.2,617116.0,613,3,0,0.456,898220,60,12.99,Vehicle,20432.67,685265.0,2024-08-15,Approved,1
L102097,C102097,27,Male,Salaried,13.3,339195.0,712,0,0,0.307,410727,60,9.95,Vehicle,8716.63,269258.0,2023-04-19,Approved,0
L102098,C102098,22,Male,Self-employed,18.2,977115.0,761,1,0,0.209,986562,24,7.0,Personal,44170.93,221833.0,2023-10-31,Rejected,0
L102099,C102099,46,Male,Salaried,5.5,822995.0,704,1,0,0.537,1718636,18,10.75,Medical,103810.74,416436.0,2024-03-14,Rejected,0
L102100,C102100,42,Male,Self-employed,3.8,474443.0,584,3,0,0.32,667300,72,11.35,Personal,12821.39,319742.0,2024-07-13,Rejected,0
L102101,C102101,29,Male,Salaried,9.1,938897.0,806,2,0,0.124,1463749,48,7.0,Medical,35051.29,442264.0,2024-12-03,Approved,0
L102102,C102102,29,Male,Salaried,1.7,1497192.0,693,2,0,0.105,1784192,36,7.36,Vehicle,55384.82,3170307.0,2023-03-13,Approved,0
L102103,C102103,49,Female,Self-employed,2.7,696885.0,701,6,0,0.276,344653,36,10.98,Medical,11280.23,18302.0,2023-09-14,Approved,0
L102104,C102104,26,Female,Salaried,13.4,510095.0,666,2,0,0.05,224254,48,8.03,Home Improvement,5477.85,286824.0,2024-05-01,Rejected,0
L102105,C102105,54,Female,Business,14.9,414692.0,571,1,0,0.132,614385,24,9.87,Personal,28313.9,263115.0,2024-02-07,Approved,0
L102106,C102106,29,Female,Salaried,13.7,180000.0,591,1,0,0.375,235500,12,12.02,Vehicle,20926.09,298266.0,2025-01-19,Approved,0
L102107,C102107,44,Female,Salaried,13.3,1092714.0,722,0,0,0.205,490859,48,8.49,Education,12096.52,9956.0,2024-08-12,Approved,0
L102108,C102108,35,Male,Salaried,5.7,604759.0,703,3,0,0.34,680264,72,10.7,Home Improvement,12843.91,1059931.0,2025-07-17,Approved,0
L102109,C102109,44,Male,Salaried,19.8,422876.0,692,0,0,0.399,496785,36,8.98,Home Improvement,15793.01,849734.0,2023-03-15,Approved,0
L102110,C102110,33,Male,Salaried,4.6,1275011.0,713,0,0,0.165,836856,48,7.42,Vehicle,20203.03,1022825.0,2025-12-22,Approved,0
L102111,C102111,36,Male,Salaried,4.8,894777.0,669,1,0,0.226,276842,84,11.38,Vehicle,4795.7,472763.0,2024-06-26,Rejected,0
L102112,C102112,38,Male,Salaried,11.0,809031.0,721,1,0,0.346,1384479,36,7.93,Home Improvement,43339.85,2234124.0,2024-09-30,Approved,1
L102113,C102113,28,Male,Salaried,2.9,417322.0,634,2,0,0.176,741000,36,10.5,Personal,24084.31,23928.0,2024-12-17,Rejected,0
L102114,C102114,45,Female,Salaried,1.6,189140.0,486,1,1,0.321,83783,12,15.4,Personal,7577.94,13683.0,2023-02-05,Approved,0
L102115,C102115,33,Male,Salaried,4.8,923470.0,735,6,0,0.47,450980,72,10.72,Vehicle,8519.45,651838.0,2025-09-20,Approved,0
L102116,C102116,36,Male,Salaried,18.1,422767.0,586,0,0,0.324,109299,48,12.12,Education,2884.71,17215.0,2024-05-23,Rejected,0
L102117,C102117,28,Male,Salaried,3.7,392305.0,600,1,1,0.192,196425,60,11.21,Vehicle,4291.36,183261.0,2023-06-26,Rejected,0
L102118,C102118,21,Male,Business,1.4,816565.0,660,2,0,0.368,525289,48,10.81,Medical,13527.95,164047.0,2025-05-13,Rejected,0
L102119,C102119,36,Male,Salaried,4.3,296862.0,636,0,0,0.05,157239,18,9.34,Home Improvement,9395.6,214179.0,2024-08-16,Approved,0
L102120,C102120,62,Female,Business,5.4,302245.0,631,1,1,0.247,341544,48,9.36,Vehicle,8557.84,610658.0,2024-04-25,Rejected,0
L102121,C102121,46,Female,Salaried,6.4,744966.0,732,2,0,0.478,409993,36,9.95,Personal,13219.7,125724.0,2024-07-21,Rejected,0
L102122,C102122,38,Male,Self-employed,5.3,1166635.0,599,2,1,0.25,2379665,60,10.25,Vehicle,50854.07,2039768.0,2023-11-05,Rejected,0
L102123,C102123,35,Female,Self-employed,8.5,1054715.0,613,3,0,0.495,1500222,36,11.84,Education,49714.27,286699.0,2024-09-20,Rejected,0
L102124,C102124,38,Male,Salaried,3.7,377069.0,648,1,0,0.307,324067,48,12.21,Personal,8567.38,34230.0,2023-11-29,Approved,0
L102125,C102125,43,Male,Salaried,3.5,545766.0,633,1,0,0.25,648146,84,12.26,Personal,11531.86,98721.0,2025-06-29,Rejected,0
L102126,C102126,26,Male,Salaried,2.0,740944.0,564,0,1,0.147,479485,36,12.96,Personal,16146.51,215355.0,2024-05-15,Approved,0
L102127,C102127,49,Female,Salaried,10.5,233686.0,643,1,0,0.393,220990,48,9.83,Education,5586.85,85968.0,2025-02-12,Rejected,0
L102128,C102128,45,Male,Salaried,13.4,422429.0,709,1,0,0.103,472669,48,11.04,Education,12225.56,137696.0,2025-11-12,Approved,0
L102129,C102129,45,Male,Self-employed,15.7,1018016.0,741,2,0,0.382,718450,12,9.05,Personal,62846.17,90255.0,2023-11-18,Approved,0
L102130,C102130,42,Male,Self-employed,6.1,586767.0,648,0,0,0.347,590720,36,8.93,Home Improvement,18765.5,602383.0,2025-03-13,Rejected,0
L102131,C102131,38,Male,Business,20.4,349722.0,675,1,0,0.308,217840,36,10.4,Personal,7070.06,30887.0,2025-03-25,Rejected,0
L102132,C102132,45,Male,Salaried,15.3,519625.0,617,0,1,0.249,200686,24,8.69,Home Improvement,9139.77,331488.0,2023-03-21,Rejected,0
L102133,C102133,44,Female,Self-employed,6.4,543242.0,845,0,0,0.148,636811,24,7.0,Medical,28511.67,216401.0,2025-12-30,Rejected,0
L102134,C102134,34,Male,Salaried,10.1,1316667.0,726,2,0,0.265,1785352,36,10.97,Education,58424.77,829502.0,2025-01-18,Approved,0
L102135,C102135,32,Female,Business,2.5,411953.0,688,2,0,0.166,677259,18,7.0,Business,39744.94,665731.0,2023-01-24,Rejected,0
L102136,C102136,39,Female,Self-employed,7.9,858941.0,759,2,0,0.386,367174,36,10.32,Medical,11902.91,89513.0,2023-10-19,Rejected,0
L102137,C102137,53,Male,Business,3.1,583385.0,615,2,0,0.249,389369,48,10.26,Education,9924.09,100813.0,2024-02-16,Approved,0
L102138,C102138,26,Male,Salaried,2.8,949294.0,737,0,0,0.142,415480,48,10.54,Business,10645.72,655600.0,2024-03-17,Approved,0
L102139,C102139,23,Male,Salaried,1.8,397256.0,642,0,0,0.12,576025,48,9.89,Education,14579.07,15146.0,2025-03-14,Approved,0
L102140,C102140,40,Male,Salaried,4.9,470759.0,696,0,0,0.215,324778,24,10.86,Education,15116.1,904.0,2025-11-25,Approved,0
L102141,C102141,39,Male,Self-employed,7.1,303944.0,784,0,0,0.155,466269,48,7.0,Education,11165.39,222725.0,2024-05-05,Approved,0
L102142,C102142,40,Male,Business,3.1,1286477.0,691,1,0,0.05,1495676,72,9.84,Personal,27588.12,317107.0,2023-08-05,Approved,0
L102143,C102143,40,Female,Salaried,3.1,1443289.0,672,2,0,0.269,1776479,36,8.97,Vehicle,56466.76,2308122.0,2024-12-06,Approved,1
L102144,C102144,36,Male,Self-employed,8.3,823327.0,753,0,0,0.339,297255,48,8.12,Personal,7273.62,3038.0,2023-03-28,Approved,0
L102145,C102145,53,Male,Salaried,5.0,1333785.0,728,2,0,0.363,745908,60,9.34,Vehicle,15607.2,1161311.0,2025-02-28,Rejected,0
L102146,C102146,22,Male,Salaried,4.9,389057.0,567,1,0,0.252,566940,48,13.9,Personal,15464.05,46973.0,2024-06-21,Approved,0
L102147,C102147,30,Female,Self-employed,5.2,396692.0,656,0,0,0.168,515751,36,8.77,Business,16345.59,536817.0,2025-10-02,Rejected,0
L102148,C102148,37,Male,Salaried,9.1,243864.0,685,1,0,0.105,115449,36,8.98,Education,3670.17,1684.0,2025-02-04,Approved,0
L102149,C102149,22,Male,Self-employed,6.7,706666.0,715,3,0,0.461,365779,72,9.5,Business,6684.5,552159.0,2025-11-18,Rejected,0
L102150,C102150,36,Male,Self-employed,1.0,893219.0,633,0,0,0.325,1535299,48,11.82,Personal,40294.76,201629.0,2025-12-01,Approved,0
L102151,C102151,55,Male,Business,12.7,382362.0,724,1,0,0.264,167026,36,8.47,Vehicle,5270.28,203889.0,2025-08-01,Approved,0
L102152,C102152,38,Female,Self-employed,13.1,652919.0,609,4,1,0.331,234303,36,10.45,Business,7609.9,183374.0,2025-05-18,Rejected,0
L102153,C102153,40,Male,Self-employed,6.1,811369.0,699,4,0,0.207,1017565,12,9.47,Vehicle,89209.5,1239970.0,2025-12-18,Approved,1
L102154,C102154,25,Male,Self-employed,2.6,546443.0,621,1,1,0.306,694589,36,11.33,Education,22848.65,14406.0,2025-11-02,Approved,0
L102155,C102155,32,Female,Salaried,0.6,847498.0,618,0,0,0.347,242510,72,11.7,Medical,4703.37,99485.0,2024-04-22,Rejected,0
L102156,C102156,34,Male,Self-employed,14.6,693501.0,741,1,0,0.333,491781,36,9.12,Vehicle,15665.98,462127.0,2023-12-13,Rejected,0
L102157,C102157,35,Female,Salaried,8.8,2009171.0,850,2,0,0.348,1717955,24,7.0,Personal,76917.28,520321.0,2024-12-29,Rejected,0
L102158,C102158,51,Female,Salaried,10.9,372663.0,619,1,1,0.292,419414,12,9.82,Vehicle,36838.05,619131.0,2023-05-31,Rejected,0
L102159,C102159,44,Female,Self-employed,12.1,310974.0,625,0,1,0.081,448054,48,9.46,Business,11247.97,446880.0,2024-06-14,Approved,0
L102160,C102160,27,Female,Self-employed,12.0,1392740.0,699,1,0,0.35,1756330,36,9.55,Personal,56301.49,63511.0,2024-04-28,Rejected,0
L102161,C102161,40,Male,Salaried,7.0,270541.0,636,2,0,0.276,87110,36,12.16,Vehicle,2899.96,134654.0,2024-09-04,Approved,0
L102162,C102162,43,Male,Salaried,13.1,636341.0,761,3,0,0.283,381674,48,9.45,Medical,9579.74,114610.0,2024-11-21,Approved,0
L102163,C102163,49,Male,Salaried,9.7,911998.0,780,0,0,0.096,707175,36,7.02,Medical,21841.98,205979.0,2024-08-09,Approved,0
L102164,C102164,54,Male,Self-employed,16.7,273503.0,656,2,0,0.245,421451,72,8.87,Personal,7569.72,90951.0,2024-01-20,Approved,0
L102165,C102165,28,Male,Salaried,21.3,1939519.0,777,5,0,0.337,943573,18,7.0,Personal,55373.57,161835.0,2023-10-09,Approved,0
L102166,C102166,30,Female,Salaried,10.0,1268893.0,658,1,0,0.237,801098,72,11.22,Vehicle,15338.58,872761.0,2025-05-27,Approved,0
L102167,C102167,25,Male,Salaried,5.6,264548.0,619,0,0,0.335,316105,48,11.77,Personal,8288.6,91856.0,2023-06-01,Rejected,0
L102168,C102168,36,Male,Salaried,9.8,669594.0,739,1,0,0.13,532291,36,7.0,Home Improvement,16435.6,898886.0,2024-05-31,Approved,0
L102169,C102169,43,Male,Salaried,11.1,1467368.0,828,2,0,0.215,1647989,72,7.17,Personal,28231.3,516855.0,2023-03-14,Rejected,0
L102170,C102170,48,Female,Salaried,12.5,1594988.0,790,2,0,0.255,2420221,48,7.0,Personal,57955.2,678594.0,2025-10-06,Rejected,0
L102171,C102171,37,Female,Salaried,10.1,781909.0,751,0,0,0.127,435187,36,7.0,Business,13437.31,375453.0,2024-03-31,Approved,0
L102172,C102172,35,Male,Salaried,7.7,519860.0,655,2,0,0.213,321769,24,11.81,Business,15118.25,462456.0,2024-02-26,Rejected,0
L102173,C102173,40,Male,Business,6.1,188017.0,672,1,0,0.269,116946,18,10.47,Business,7048.77,159923.0,2024-12-21,Approved,0
L102174,C102174,30,Male,Self-employed,5.0,640741.0,728,3,0,0.421,469015,36,11.11,Personal,15379.39,71191.0,2025-03-02,Approved,0
L102175,C102175,59,Female,Self-employed,18.9,683443.0,660,1,0,0.296,876363,48,11.32,Personal,22786.49,41216.0,2024-05-24,Approved,0
L102176,C102176,22,Female,Salaried,5.9,414640.0,626,0,0,0.343,248524,48,10.59,Medical,6373.86,54362.0,2025-09-23,Approved,0
L102177,C102177,40,Male,Business,5.8,441577.0,708,0,0,0.226,640650,48,7.0,Vehicle,15341.16,962645.0,2023-06-20,Approved,0
L102178,C102178,58,Male,Self-employed,2.6,480393.0,593,2,1,0.23,400328,72,12.07,Personal,7841.07,183703.0,2025-07-07,Rejected,0
L102179,C102179,38,Female,Salaried,2.1,745139.0,704,0,0,0.199,1266640,60,11.34,Personal,27755.08,585044.0,2024-05-08,Approved,0
L102180,C102180,36,Male,Salaried,6.1,544145.0,700,0,0,0.154,356275,72,8.6,Personal,6351.55,21389.0,2024-06-28,Approved,0
L102181,C102181,34,Female,Salaried,9.5,2004403.0,839,0,0,0.335,1880762,60,7.0,Home Improvement,37241.34,3359941.0,2023-05-24,Rejected,0
L102182,C102182,36,Male,Salaried,13.8,736595.0,641,0,0,0.303,573626,48,11.23,Education,14889.82,13854.0,2024-02-19,Rejected,0
L102183,C102183,52,Male,Salaried,8.3,581316.0,670,1,0,0.304,241766,36,11.87,Medical,8015.09,92827.0,2024-03-13,Approved,0
L102184,C102184,21,Female,Business,4.8,614082.0,607,1,0,0.077,857613,24,10.31,Vehicle,39697.31,827680.0,2025-05-04,Rejected,0
L102185,C102185,53,Male,Self-employed,6.7,180000.0,715,0,0,0.33,252946,36,8.19,Vehicle,7948.6,317054.0,2023-08-06,Approved,0
L102186,C102186,24,Female,Salaried,7.1,858739.0,564,1,0,0.265,1082193,84,13.44,Personal,19947.01,34219.0,2023-07-20,Rejected,0
L102187,C102187,35,Male,Self-employed,8.3,606635.0,657,4,0,0.274,797839,60,9.29,Business,16674.34,666055.0,2024-04-02,Approved,0
L102188,C102188,34,Male,Salaried,4.3,575284.0,685,1,0,0.237,790972,18,10.29,Vehicle,47609.15,618283.0,2025-04-28,Approved,0
L102189,C102189,44,Male,Self-employed,2.4,428017.0,598,1,1,0.392,130409,72,13.65,Personal,2662.79,48689.0,2023-03-08,Approved,0
L102190,C102190,22,Female,Business,4.8,893589.0,592,0,0,0.334,256190,48,10.39,Home Improvement,6545.73,245861.0,2025-01-26,Rejected,0
L102191,C102191,43,Male,Business,8.1,560281.0,663,1,0,0.268,805873,60,10.9,Business,17481.47,1399939.0,2023-12-29,Approved,0
L102192,C102192,58,Male,Salaried,17.5,408448.0,658,3,0,0.198,538161,48,11.05,Vehicle,13922.12,641557.0,2023-08-18,Rejected,0
L102193,C102193,24,Male,Salaried,3.8,1023557.0,699,1,0,0.308,497910,36,10.52,Medical,16187.99,126646.0,2023-10-30,Rejected,0
L102194,C102194,40,Male,Salaried,13.6,217174.0,671,1,0,0.062,454981,60,9.94,Education,9653.57,18660.0,2024-11-10,Approved,0
L102195,C102195,31,Male,Self-employed,5.2,1210950.0,739,2,0,0.323,1554052,48,10.21,Business,39571.69,2084073.0,2025-09-15,Rejected,0
L102196,C102196,42,Female,Salaried,13.3,902343.0,704,1,0,0.359,974218,60,10.69,Vehicle,21031.56,1055285.0,2025-01-26,Approved,0
L102197,C102197,38,Male,Salaried,18.7,770263.0,768,2,0,0.199,1622957,48,8.71,Vehicle,40164.24,1418021.0,2024-09-23,Approved,0
L102198,C102198,32,Female,Self-employed,1.5,288380.0,703,2,0,0.443,301229,36,11.44,Personal,9924.74,134485.0,2025-01-13,Rejected,0
L102199,C102199,43,Male,Business,6.0,1312118.0,691,2,0,0.372,1010460,48,11.03,Education,26130.59,237552.0,2025-02-05,Approved,0
L102200,C102200,56,Male,Self-employed,13.4,1366197.0,742,2,0,0.224,1800915,36,10.08,Business,58178.13,1889348.0,2025-08-20,Approved,0
L102201,C102201,36,Male,Salaried,13.1,723894.0,710,1,0,0.306,432582,24,8.13,Home Improvement,19590.17,389533.0,2024-07-13,Rejected,0
L102202,C102202,45,Female,Salaried,4.3,608534.0,594,0,0,0.247,685191,48,13.06,Business,18402.37,862021.0,2023-05-21,Rejected,0
L102203,C102203,25,Female,Self-employed,3.0,532646.0,652,2,0,0.169,390788,36,10.44,Education,12690.51,128441.0,2025-05-23,Rejected,0
L102204,C102204,28,Male,Self-employed,5.1,450796.0,619,2,2,0.288,358264,48,11.25,Vehicle,9303.08,504182.0,2023-07-04,Rejected,0
L102205,C102205,43,Female,Salaried,5.2,1016177.0,566,2,0,0.284,479657,12,12.61,Education,42753.94,144100.0,2023-08-26,Approved,0
L102206,C102206,53,Male,Self-employed,3.2,1329497.0,732,1,0,0.139,1763489,36,11.44,Business,58102.52,2222609.0,2024-09-01,Approved,0
L102207,C102207,42,Male,Salaried,4.4,590586.0,739,1,1,0.295,1284864,18,10.32,Personal,77354.63,27769.0,2025-07-19,Approved,1
L102208,C102208,35,Male,Self-employed,5.2,934060.0,736,3,0,0.329,970686,36,7.23,Vehicle,30074.15,1434299.0,2025-10-13,Rejected,0
L102209,C102209,38,Male,Salaried,12.9,776324.0,706,3,0,0.251,846947,36,8.93,Home Improvement,26905.1,1337246.0,2025-08-20,Approved,1
L102210,C102210,25,Male,Business,3.5,601035.0,650,2,0,0.129,1023760,36,8.74,Personal,32431.55,367931.0,2025-09-26,Approved,1
L102211,C102211,44,Male,Salaried,19.3,180000.0,634,1,0,0.375,329043,84,12.19,Education,5841.99,117626.0,2024-01-16,Approved,0
L102212,C102212,47,Male,Self-employed,9.9,708326.0,773,0,0,0.193,1463925,48,7.91,Personal,35676.87,366888.0,2025-05-18,Approved,0
L102213,C102213,33,Male,Salaried,10.2,912036.0,733,0,0,0.076,200013,36,9.19,Personal,6378.06,14318.0,2023-03-08,Approved,0
L102214,C102214,33,Male,Business,8.5,619745.0,735,0,0,0.255,1052026,84,8.61,Vehicle,16718.65,1253748.0,2025-02-19,Approved,0
L102215,C102215,41,Female,Business,1.5,894929.0,694,2,0,0.357,1270882,48,8.3,Personal,31205.22,58735.0,2023-05-22,Rejected,0
L102216,C102216,34,Male,Salaried,12.3,776617.0,633,0,0,0.222,386929,48,10.38,Home Improvement,9884.28,619661.0,2024-07-29,Approved,0
L102217,C102217,37,Male,Salaried,5.8,733930.0,710,0,0,0.427,798816,36,10.75,Personal,26057.74,140950.0,2025-08-03,Rejected,0
L102218,C102218,59,Female,Salaried,5.0,529223.0,651,3,1,0.35,362076,84,10.24,Education,6055.89,34334.0,2024-03-31,Rejected,0
L102219,C102219,36,Female,Business,14.8,699541.0,682,2,0,0.354,332653,36,9.5,Personal,10655.86,133545.0,2025-11-13,Approved,0
L102220,C102220,34,Female,Self-employed,10.5,709556.0,806,1,0,0.116,721612,12,7.0,Education,62438.74,34621.0,2025-11-14,Approved,0
L102221,C102221,32,Male,Business,6.6,237175.0,598,0,0,0.28,92829,48,11.52,Vehicle,2422.72,60620.0,2023-04-01,Approved,1
L102222,C102222,45,Male,Business,3.2,491211.0,699,1,0,0.323,490323,36,10.29,Vehicle,15888.19,541933.0,2024-12-22,Approved,0
L102223,C102223,36,Male,Self-employed,9.4,481770.0,593,1,0,0.186,155819,36,12.33,Personal,5200.01,5432.0,2024-06-05,Approved,0
L102224,C102224,32,Male,Salaried,4.7,660160.0,707,2,0,0.217,958970,84,8.76,Business,15312.4,1579093.0,2024-09-30,Rejected,0
L102225,C102225,51,Male,Business,10.2,549508.0,714,2,0,0.356,740441,36,9.77,Home Improvement,23812.07,607757.0,2025-03-26,Approved,0
L102226,C102226,52,Male,Self-employed,11.0,699841.0,655,1,1,0.395,601433,12,11.84,Home Improvement,53391.59,530259.0,2023-03-21,Approved,1
L102227,C102227,32,Male,Salaried,7.4,311491.0,700,1,0,0.428,388550,36,11.2,Personal,12757.46,157142.0,2024-05-04,Approved,0
L102228,C102228,21,Female,Salaried,6.4,268445.0,546,2,0,0.317,375605,24,14.29,Education,18085.38,71246.0,2024-01-19,Approved,0
L102229,C102229,48,Female,Business,19.7,545291.0,719,0,0,0.274,881428,48,10.71,Personal,22657.03,6370.0,2024-01-10,Approved,0
L102230,C102230,31,Female,Salaried,11.7,406713.0,675,2,0,0.12,116841,84,7.79,Personal,1808.91,25865.0,2024-11-16,Rejected,0
L102231,C102231,46,Female,Self-employed,3.5,561003.0,749,3,0,0.217,450151,36,9.55,Home Improvement,14430.19,721088.0,2024-12-26,Rejected,0
L102232,C102232,21,Female,Self-employed,2.4,621654.0,732,2,0,0.29,219010,60,10.96,Home Improvement,4757.44,332377.0,2023-11-23,Approved,0
L102233,C102233,47,Male,Salaried,15.7,1544602.0,800,3,0,0.314,472528,36,7.0,Medical,14590.29,117942.0,2024-04-24,Rejected,0
L102234,C102234,26,Male,Business,1.4,236685.0,586,2,0,0.247,171992,48,11.42,Personal,4480.38,25489.0,2023-01-16,Approved,0
L102235,C102235,45,Male,Salaried,2.8,405876.0,644,2,0,0.408,249340,48,11.74,Vehicle,6534.29,170986.0,2023-05-22,Approved,0
L102236,C102236,38,Male,Self-employed,8.6,701182.0,713,2,0,0.095,811231,36,9.95,Home Improvement,26157.1,702122.0,2023-09-13,Rejected,0
L102237,C102237,28,Female,Salaried,1.9,289357.0,607,1,0,0.257,82242,36,12.77,Medical,2761.96,23173.0,2023-01-15,Approved,0
L102238,C102238,34,Male,Salaried,2.7,289434.0,574,0,0,0.194,201133,48,10.35,Vehicle,5135.13,331510.0,2023-04-01,Rejected,0
L102239,C102239,45,Female,Salaried,13.0,1344414.0,769,2,0,0.335,1508916,84,7.0,Business,22773.59,1019001.0,2023-05-27,Approved,0
L102240,C102240,39,Female,Business,7.7,1251423.0,751,2,0,0.121,1114840,48,8.85,Business,27663.5,1095772.0,2025-07-13,Rejected,0
L102241,C102241,44,Male,Self-employed,6.2,657124.0,797,5,0,0.358,968648,72,8.66,Medical,17297.39,252772.0,2025-04-24,Approved,1
L102242,C102242,58,Male,Self-employed,10.8,740398.0,693,0,0,0.136,487475,48,9.53,Personal,12253.89,81029.0,2025-08-08,Approved,0
L102243,C102243,22,Male,Salaried,17.3,584130.0,740,4,0,0.299,669394,48,9.54,Medical,16830.07,166058.0,2024-03-03,Rejected,0
L102244,C102244,54,Male,Salaried,4.2,1031569.0,665,3,0,0.423,1662284,48,10.83,Personal,42825.49,347600.0,2025-05-20,Approved,0
L102245,C102245,39,Male,Self-employed,3.8,463855.0,636,1,0,0.289,752328,48,11.76,Personal,19723.14,39324.0,2024-03-12,Approved,0
L102246,C102246,29,Female,Salaried,14.0,950789.0,737,0,0,0.227,1400494,60,9.38,Medical,29330.92,441725.0,2023-02-02,Approved,0
L102247,C102247,25,Male,Salaried,9.0,746290.0,775,2,0,0.242,1016031,48,8.01,Home Improvement,24809.06,806326.0,2023-01-27,Approved,0
L102248,C102248,36,Male,Salaried,14.2,552029.0,685,1,0,0.436,299538,60,11.08,Personal,6524.64,25907.0,2023-01-23,Approved,0
L102249,C102249,47,Male,Self-employed,15.9,578878.0,652,1,0,0.075,642230,48,11.29,Education,16689.36,118777.0,2024-05-15,Approved,0
L102250,C102250,37,Male,Salaried,3.2,687911.0,746,0,0,0.149,403388,60,8.67,Business,8309.21,367453.0,2025-08-25,Approved,0
L102251,C102251,53,Female,Salaried,11.5,477558.0,729,4,0,0.322,368903,60,11.43,Home Improvement,8100.18,485307.0,2023-11-09,Approved,0
L102252,C102252,23,Female,Salaried,7.9,312626.0,678,4,0,0.426,120995,48,11.98,Education,3185.07,11170.0,2025-11-16,Approved,0
L102253,C102253,38,Male,Self-employed,14.1,875729.0,652,3,1,0.341,448366,36,12.48,Vehicle,14995.17,590182.0,2023-08-16,Rejected,0
L102254,C102254,25,Female,Salaried,9.7,752255.0,664,2,0,0.296,212974,72,9.23,Personal,3863.33,12512.0,2025-07-05,Approved,0
L102255,C102255,42,Male,Salaried,3.9,770944.0,658,2,0,0.132,395877,72,9.38,Personal,7210.79,164501.0,2023-10-01,Approved,0
L102256,C102256,47,Male,Business,1.6,504944.0,646,2,0,0.238,753510,60,8.7,Medical,15532.15,125253.0,2025-08-06,Approved,0
L102257,C102257,34,Male,Salaried,2.3,202665.0,630,3,0,0.33,304851,36,10.76,Education,9945.82,1489.0,2023-08-22,Approved,0
L102258,C102258,21,Male,Business,0.5,448124.0,620,1,0,0.268,768000,60,14.46,Vehicle,18053.7,1026592.0,2023-01-16,Rejected,0
L102259,C102259,40,Male,Salaried,2.4,388244.0,627,3,0,0.296,261966,84,13.13,Home Improvement,4784.21,428250.0,2023-02-24,Approved,0
L102260,C102260,42,Female,Salaried,4.4,385352.0,618,2,0,0.499,528795,36,13.3,Personal,17893.7,219108.0,2023-03-24,Approved,1
L102261,C102261,42,Male,Salaried,21.4,637818.0,745,1,0,0.174,587966,36,7.0,Medical,18154.68,69381.0,2025-10-30,Approved,0
L102262,C102262,50,Female,Business,9.5,1606326.0,656,2,0,0.108,1886324,48,9.74,Personal,47606.86,437105.0,2023-06-15,Approved,0
L102263,C102263,27,Male,Business,1.8,249159.0,675,2,0,0.394,220859,36,10.2,Education,7147.26,74502.0,2023-06-08,Rejected,0
L102264,C102264,45,Female,Self-employed,9.8,1189192.0,850,1,0,0.331,1332268,36,7.0,Personal,41136.57,34297.0,2024-01-03,Rejected,0
L102265,C102265,50,Female,Self-employed,4.3,457493.0,678,0,0,0.159,118310,36,7.82,Vehicle,3697.59,141782.0,2025-12-04,Approved,0
L102266,C102266,21,Male,Salaried,5.2,1368610.0,711,1,0,0.328,357056,24,9.72,Medical,16430.22,14329.0,2024-11-18,Approved,0
L102267,C102267,41,Male,Business,3.3,1219249.0,760,1,0,0.33,2377967,60,9.49,Personal,49930.11,442689.0,2024-11-25,Rejected,0
L102268,C102268,33,Female,Salaried,3.9,515738.0,652,2,0,0.457,496591,36,11.18,Vehicle,16300.12,720131.0,2023-07-10,Rejected,0
L102269,C102269,37,Male,Salaried,9.2,584018.0,798,3,0,0.37,933594,18,7.0,Vehicle,54787.95,744921.0,2024-05-21,Rejected,0
